provider,plate,latitude,longitude,datetime,speed,azimuth,odometer,hourmeter,geofences
transportes_san_gabriel,PJJV29,-31.359434,-71.589229,2025-04-17T01:41:18+00:00,55.0,358,837880.6,631.9852777777778,[]
transportes_san_gabriel,SVLV52,-33.323023,-70.713694,2025-04-17T01:39:59+00:00,0.0,71,290981.8,867.2730555555555,[]
transportes_san_gabriel,PZDJ66,-35.262629,-71.487585,2025-04-17T01:47:42+00:00,88.6,50,497090.0,7108.765,[]
transportes_san_gabriel,KZXJ72,-26.370414,-70.661189,2025-04-17T01:47:43+00:00,76.0,221,1231287.3,2605.3783333333336,[]
transportes_san_gabriel,LXHJ99,-34.360346,-70.849327,2025-04-17T01:39:55+00:00,0.0,175,1067467.1,2103.5941666666668,[]
transportes_san_gabriel,PZDJ55,-35.525853,-71.488692,2025-04-17T01:38:11+00:00,0.0,86,403201.4,472.9013888888889,"[{'name': 'Taller Externo', 'category': 'Transportes San Gabriel'}]"
transportes_san_gabriel,LZRG89,-33.324533,-70.713034,2025-04-17T01:38:53+00:00,0.0,259,800436,2428.5933333333332,"[{'name': 'CD IDEAL', 'category': 'Clientes'}]"
transportes_san_gabriel,PSLY21,-35.84156,-71.635858,2025-04-17T01:46:56+00:00,3.9,147,606635,0,[]
transportes_san_gabriel,PGBY32,-33.895178,-70.734226,2025-04-17T01:47:38+00:00,0.0,351,975004.1,2489.9994444444446,[]
transportes_san_gabriel,RHDX20,-35.133754,-71.354743,2025-04-17T01:47:43+00:00,85.1,52,444241,1928.3138888888889,[]
transportes_san_gabriel,PFBS17,-35.831166,-71.641109,2025-03-21T22:22:12+00:00,0.0,7,944095.0,1515.0297222222223,"[{'name': 'Planta San Gabriel', 'category': 'Transportes San Gabriel'}]"
transportes_san_gabriel,PZDJ70,-33.387848,-70.763618,2025-04-17T01:42:09+00:00,0.0,0,46246.8,791.1361111111111,[]
transportes_san_gabriel,LXHJ98,-35.83177,-71.6403,2025-04-17T01:44:16+00:00,0.0,107,1118598.6,2649.208611111111,"[{'name': 'Planta San Gabriel', 'category': 'Transportes San Gabriel'}]"
transportes_san_gabriel,PWZH34,-38.685911,-72.523396,2025-04-17T01:45:35+00:00,0.0,199,50738.3,978.6425,"[{'name': 'ICB Temuco', 'category': 'Transportes San Gabriel'}, {'name': 'IDEAL_TEMUCO', 'category': 'Transportes San Gabriel'}]"
transportes_san_gabriel,LTGY82,-34.136045,-70.785032,2025-04-17T01:47:41+00:00,84.2,191,2071267.4,1983.9675,[]
transportes_san_gabriel,LTGY83,-35.832023,-71.640433,2025-04-17T01:45:43+00:00,0.0,13,1069550.6,2384.2830555555556,"[{'name': 'Planta San Gabriel', 'category': 'Transportes San Gabriel'}]"
transportes_san_gabriel,KBLZ46,-26.370448,-70.661232,2025-04-17T01:47:39+00:00,76.9,220,1168868.4,3657.156388888889,[]
transportes_san_gabriel,SPVR14E,,,,,,,,[]
transportes_san_gabriel,PSLY27,-35.839076,-71.648207,2025-04-17T01:46:07+00:00,0.0,15,875331.9,2581.1619444444445,"[{'name': 'Taller SG', 'category': 'Transportes San Gabriel'}]"
transportes_san_gabriel,JJWG93,-35.588573,-71.708718,2025-04-17T01:47:36+00:00,87.1,350,1107346,2090.136111111111,[]
transportes_san_gabriel,PFBS13,-35.838967,-71.647984,2025-04-17T01:43:37+00:00,0.0,77,928683.2,2473.4375,"[{'name': 'Taller SG', 'category': 'Transportes San Gabriel'}]"
transportes_san_gabriel,RFZY94,-33.323093,-70.714554,2025-04-17T01:40:15+00:00,0.0,72,101076.1,1975.1944444444443,[]
transportes_san_gabriel,PFBS11,-35.417692,-71.632897,2025-03-26T17:07:22+00:00,0.0,28,1036343.9,1167.4175,[]
transportes_san_gabriel,RFZY95,-33.446791,-70.692256,2025-04-17T01:47:45+00:00,0.0,184,433808,1805.1463888888889,[]
transportes_san_gabriel,RFZY96,-35.831015,-71.640531,2025-04-17T01:46:04+00:00,0.0,59,458064,1964.6922222222222,"[{'name': 'Planta San Gabriel', 'category': 'Transportes San Gabriel'}]"
transportes_san_gabriel,PWZH32,-35.526946,-71.682581,2025-04-17T01:42:52+00:00,84.7,216,68621.5,925.0705555555555,[]
transportes_san_gabriel,SSRT52,-33.332956,-70.696936,2025-04-17T01:47:42+00:00,0.0,232,266277.3,1374.8241666666668,"[{'name': 'ICB', 'category': 'Transportes San Gabriel'}]"
transportes_san_gabriel,JJWG66,-35.831967,-71.640598,2025-04-17T01:42:22+00:00,0.0,268,1249628.3,1030.9930555555557,"[{'name': 'Planta San Gabriel', 'category': 'Transportes San Gabriel'}]"
transportes_san_gabriel,LCTB55,-34.423,-70.884202,2025-04-17T01:47:44+00:00,85.0,13,2076508.8,2279.9,[]
transportes_san_gabriel,PFBS18,-35.830958,-71.641136,2025-04-14T18:30:23+00:00,0.0,355,903470,2101.5363888888887,"[{'name': 'Planta San Gabriel', 'category': 'Transportes San Gabriel'}]"
transportes_san_gabriel,RFZY97,-35.831547,-71.641199,2025-04-17T01:41:58+00:00,0.0,139,533622.7,1926.395,"[{'name': 'Planta San Gabriel', 'category': 'Transportes San Gabriel'}]"
